gad7,who5,cesdr10,loc,swls,scs,recommended_plan
3,95,8,13,24,56,"Music, Community events, Taking another test, Reading quotes"
1,99,0,23,23,20,"Music, Community events, Taking another test, Reading quotes"
0,79,3,3,8,26,"Music, Community events, Taking another test, Reading quotes"
4,81,0,5,19,57,"Music, Community events, Taking another test, Reading quotes"
1,84,5,22,24,52,"Music, Community events, Taking another test, Reading quotes"
4,75,0,18,13,48,"Music, Community events, Taking another test, Reading quotes"
0,80,4,19,27,22,"Music, Community events, Taking another test, Reading quotes"
2,80,4,22,14,26,"Music, Community events, Taking another test, Reading quotes"
1,81,4,22,32,14,"Music, Community events, Taking another test, Reading quotes"
4,78,0,18,8,36,"Music, Community events, Taking another test, Reading quotes"
2,78,7,23,21,37,"Music, Community events, Taking another test, Reading quotes"
1,80,5,18,33,48,"Music, Community events, Taking another test, Reading quotes"
1,98,7,12,9,34,"Music, Community events, Taking another test, Reading quotes"
2,92,3,14,9,34,"Music, Community events, Taking another test, Reading quotes"
3,78,3,19,13,52,"Music, Community events, Taking another test, Reading quotes"
2,98,9,7,27,12,"Music, Community events, Taking another test, Reading quotes"
2,91,3,16,23,56,"Music, Community events, Taking another test, Reading quotes"
2,91,9,23,24,55,"Music, Community events, Taking another test, Reading quotes"
3,83,5,24,16,43,"Music, Community events, Taking another test, Reading quotes"
0,100,9,1,7,48,"Music, Community events, Taking another test, Reading quotes"
4,98,9,17,6,44,"Music, Community events, Taking another test, Reading quotes"
0,79,1,2,9,23,"Music, Community events, Taking another test, Reading quotes"
0,76,6,0,28,44,"Music, Community events, Taking another test, Reading quotes"
3,91,8,22,9,25,"Music, Community events, Taking another test, Reading quotes"
3,97,1,6,28,57,"Music, Community events, Taking another test, Reading quotes"
0,77,5,20,18,25,"Music, Community events, Taking another test, Reading quotes"
2,83,9,20,11,37,"Music, Community events, Taking another test, Reading quotes"
3,78,9,19,17,14,"Music, Community events, Taking another test, Reading quotes"
3,95,8,21,24,56,"Music, Community events, Taking another test, Reading quotes"
0,97,6,5,24,37,"Music, Community events, Taking another test, Reading quotes"
4,82,7,16,35,29,"Music, Community events, Taking another test, Reading quotes"
0,100,3,11,26,59,"Music, Community events, Taking another test, Reading quotes"
1,78,9,1,32,36,"Music, Community events, Taking another test, Reading quotes"
0,93,4,2,21,24,"Music, Community events, Taking another test, Reading quotes"
2,92,3,23,7,25,"Music, Community events, Taking another test, Reading quotes"
3,75,1,12,34,37,"Music, Community events, Taking another test, Reading quotes"
1,87,1,3,31,44,"Music, Community events, Taking another test, Reading quotes"
0,79,5,0,26,27,"Music, Community events, Taking another test, Reading quotes"
4,77,4,2,33,38,"Music, Community events, Taking another test, Reading quotes"
3,83,1,24,27,28,"Music, Community events, Taking another test, Reading quotes"
0,53,3,17,33,46,"Journaling, Meditation, Music"
1,28,0,6,14,52,"Journaling, Meditation, Music"
1,65,8,5,5,27,"Journaling, Meditation, Music"
3,35,8,10,16,33,"Journaling, Meditation, Music"
2,65,5,22,17,30,"Journaling, Meditation, Music"
4,38,6,3,7,33,"Journaling, Meditation, Music"
0,53,3,24,7,33,"Journaling, Meditation, Music"
3,63,4,17,24,57,"Journaling, Meditation, Music"
4,54,8,16,16,37,"Journaling, Meditation, Music"
0,61,0,21,34,29,"Journaling, Meditation, Music"
0,49,3,21,16,16,"Journaling, Meditation, Music"
0,55,2,6,19,57,"Journaling, Meditation, Music"
1,30,2,5,29,22,"Journaling, Meditation, Music"
2,59,5,24,16,25,"Journaling, Meditation, Music"
2,45,8,15,30,28,"Journaling, Meditation, Music"
0,67,1,10,7,45,"Journaling, Meditation, Music"
3,44,7,19,22,44,"Journaling, Meditation, Music"
1,33,1,9,23,18,"Journaling, Meditation, Music"
0,50,2,14,8,60,"Journaling, Meditation, Music"
2,42,5,9,5,29,"Journaling, Meditation, Music"
2,57,1,21,35,44,"Journaling, Meditation, Music"
0,71,8,2,16,60,"Journaling, Meditation, Music"
0,54,1,5,5,38,"Journaling, Meditation, Music"
3,41,3,19,15,31,"Journaling, Meditation, Music"
1,33,9,1,12,37,"Journaling, Meditation, Music"
2,32,0,21,18,47,"Journaling, Meditation, Music"
4,59,0,22,6,51,"Journaling, Meditation, Music"
1,74,7,22,21,42,"Journaling, Meditation, Music"
0,40,4,1,15,43,"Journaling, Meditation, Music"
0,70,7,3,28,57,"Journaling, Meditation, Music"
2,29,2,24,13,32,"Journaling, Meditation, Music"
4,74,8,1,18,33,"Journaling, Meditation, Music"
2,30,6,7,33,28,"Journaling, Meditation, Music"
0,47,9,11,9,51,"Journaling, Meditation, Music"
3,38,3,24,25,43,"Journaling, Meditation, Music"
0,46,7,4,10,20,"Journaling, Meditation, Music"
4,28,1,10,14,46,"Journaling, Meditation, Music"
0,73,7,21,25,45,"Journaling, Meditation, Music"
0,57,9,13,9,33,"Journaling, Meditation, Music"
0,70,0,3,25,52,"Journaling, Meditation, Music"
3,53,4,18,28,25,"Journaling, Meditation, Music"
3,35,7,19,5,42,"Journaling, Meditation, Music"
3,40,4,7,35,39,"Journaling, Meditation, Music"
1,40,5,14,31,21,"Journaling, Meditation, Music"
4,29,2,21,35,49,"Journaling, Meditation, Music"
1,49,7,21,34,57,"Journaling, Meditation, Music"
3,31,1,5,30,30,"Journaling, Meditation, Music"
1,30,3,14,7,40,"Journaling, Meditation, Music"
4,34,4,10,12,37,"Journaling, Meditation, Music"
3,53,1,24,23,55,"Journaling, Meditation, Music"
2,60,2,18,23,50,"Journaling, Meditation, Music"
4,61,4,5,18,51,"Journaling, Meditation, Music"
1,55,2,14,27,23,"Journaling, Meditation, Music"
1,52,4,14,30,20,"Journaling, Meditation, Music"
2,59,0,22,8,24,"Journaling, Meditation, Music"
1,70,4,0,15,20,"Journaling, Meditation, Music"
4,50,4,9,9,33,"Journaling, Meditation, Music"
1,62,8,19,32,32,"Journaling, Meditation, Music"
2,62,4,16,25,16,"Journaling, Meditation, Music"
0,33,3,19,27,17,"Journaling, Meditation, Music"
4,30,8,22,20,50,"Journaling, Meditation, Music"
2,52,9,15,25,23,"Journaling, Meditation, Music"
0,54,8,21,35,34,"Journaling, Meditation, Music"
2,49,0,21,27,42,"Journaling, Meditation, Music"
1,52,9,1,20,50,"Journaling, Meditation, Music"
3,40,4,16,26,56,"Journaling, Meditation, Music"
2,50,4,22,12,33,"Journaling, Meditation, Music"
0,74,2,9,18,39,"Journaling, Meditation, Music"
3,49,3,21,11,52,"Journaling, Meditation, Music"
1,61,6,22,12,39,"Journaling, Meditation, Music"
1,33,6,0,15,53,"Journaling, Meditation, Music"
4,59,8,21,6,27,"Journaling, Meditation, Music"
2,30,5,3,27,30,"Journaling, Meditation, Music"
4,48,9,8,22,42,"Journaling, Meditation, Music"
4,43,0,20,5,43,"Journaling, Meditation, Music"
2,61,0,22,11,23,"Journaling, Meditation, Music"
4,40,8,19,6,25,"Journaling, Meditation, Music"
3,28,9,24,31,56,"Journaling, Meditation, Music"
2,49,2,1,15,31,"Journaling, Meditation, Music"
3,48,8,3,27,60,"Journaling, Meditation, Music"
2,65,7,24,29,59,"Journaling, Meditation, Music"
0,64,9,14,5,27,"Journaling, Meditation, Music"
4,28,1,14,28,58,"Journaling, Meditation, Music"
2,60,3,6,28,19,"Journaling, Meditation, Music"
3,50,9,9,19,43,"Journaling, Meditation, Music"
1,34,9,24,29,52,"Journaling, Meditation, Music"
0,30,5,6,17,19,"Journaling, Meditation, Music"
0,45,9,0,31,31,"Journaling, Meditation, Music"
3,54,1,6,28,43,"Journaling, Meditation, Music"
3,30,2,21,32,43,"Journaling, Meditation, Music"
4,28,7,12,10,32,"Journaling, Meditation, Music"
4,39,6,24,11,54,"Journaling, Meditation, Music"
0,55,9,16,12,49,"Journaling, Meditation, Music"
4,68,9,2,10,28,"Journaling, Meditation, Music"
4,65,2,12,24,20,"Journaling, Meditation, Music"
0,68,4,6,10,55,"Journaling, Meditation, Music"
3,56,5,3,30,24,"Journaling, Meditation, Music"
3,38,7,10,15,54,"Journaling, Meditation, Music"
1,74,2,0,17,36,"Journaling, Meditation, Music"
3,48,8,23,15,52,"Journaling, Meditation, Music"
0,65,6,1,18,21,"Journaling, Meditation, Music"
0,37,0,13,35,40,"Journaling, Meditation, Music"
2,42,8,19,30,49,"Journaling, Meditation, Music"
3,35,9,16,25,25,"Journaling, Meditation, Music"
4,68,2,18,24,57,"Journaling, Meditation, Music"
2,48,2,8,15,58,"Journaling, Meditation, Music"
4,69,0,16,13,24,"Journaling, Meditation, Music"
2,48,9,23,33,50,"Journaling, Meditation, Music"
4,35,0,14,33,57,"Journaling, Meditation, Music"
3,54,3,8,19,55,"Journaling, Meditation, Music"
0,40,2,24,25,22,"Journaling, Meditation, Music"
2,46,3,0,28,34,"Journaling, Meditation, Music"
4,48,1,8,25,54,"Journaling, Meditation, Music"
4,47,0,13,34,34,"Journaling, Meditation, Music"
4,56,2,5,32,55,"Journaling, Meditation, Music"
2,67,6,9,32,24,"Journaling, Meditation, Music"
2,72,0,13,17,43,"Journaling, Meditation, Music"
3,40,7,16,25,23,"Journaling, Meditation, Music"
3,67,7,6,35,13,"Journaling, Meditation, Music"
4,63,3,6,34,34,"Journaling, Meditation, Music"
2,48,7,3,14,40,"Journaling, Meditation, Music"
3,30,3,13,15,13,"Journaling, Meditation, Music"
0,69,5,23,31,44,"Journaling, Meditation, Music"
4,57,0,20,19,41,"Journaling, Meditation, Music"
2,66,5,2,29,39,"Journaling, Meditation, Music"
0,27,0,3,18,54,"Journaling, Meditation, Music"
2,41,6,11,6,18,"Journaling, Meditation, Music"
4,56,9,22,34,36,"Journaling, Meditation, Music"
2,70,2,6,9,43,"Journaling, Meditation, Music"
4,50,4,19,26,49,"Journaling, Meditation, Music"
4,27,6,21,33,20,"Journaling, Meditation, Music"
2,70,1,7,20,44,"Journaling, Meditation, Music"
2,57,7,20,29,31,"Journaling, Meditation, Music"
0,32,4,24,30,36,"Journaling, Meditation, Music"
0,27,5,20,23,17,"Journaling, Meditation, Music"
2,70,4,9,31,12,"Journaling, Meditation, Music"
1,43,9,20,18,23,"Journaling, Meditation, Music"
0,60,6,16,27,21,"Journaling, Meditation, Music"
2,29,5,19,13,40,"Journaling, Meditation, Music"
3,28,8,11,24,25,"Journaling, Meditation, Music"
0,48,3,24,24,26,"Journaling, Meditation, Music"
3,31,2,18,11,12,"Journaling, Meditation, Music"
2,63,8,22,29,49,"Journaling, Meditation, Music"
1,56,1,5,26,57,"Journaling, Meditation, Music"
3,38,8,19,31,32,"Journaling, Meditation, Music"
0,66,7,16,17,15,"Journaling, Meditation, Music"
4,74,9,18,34,34,"Journaling, Meditation, Music"
4,46,7,16,21,32,"Journaling, Meditation, Music"
2,58,8,1,24,53,"Journaling, Meditation, Music"
2,61,6,7,20,18,"Journaling, Meditation, Music"
4,33,6,2,7,47,"Journaling, Meditation, Music"
2,40,3,14,33,15,"Journaling, Meditation, Music"
1,60,6,9,5,29,"Journaling, Meditation, Music"
4,45,8,5,23,20,"Journaling, Meditation, Music"
1,40,7,14,31,25,"Journaling, Meditation, Music"
2,68,7,3,19,53,"Journaling, Meditation, Music"
3,66,8,21,21,52,"Journaling, Meditation, Music"
0,34,6,23,29,52,"Journaling, Meditation, Music"
1,26,6,5,10,59,"Journaling, Meditation, Music"
3,27,6,11,24,45,"Journaling, Meditation, Music"
3,27,2,17,7,53,"Journaling, Meditation, Music"
3,32,3,19,23,19,"Journaling, Meditation, Music"
2,43,7,13,23,47,"Journaling, Meditation, Music"
2,34,5,9,12,31,"Journaling, Meditation, Music"
1,26,9,3,20,48,"Journaling, Meditation, Music"
1,29,2,18,28,41,"Journaling, Meditation, Music"
4,36,1,21,5,58,"Journaling, Meditation, Music"
1,29,5,5,6,60,"Journaling, Meditation, Music"
3,49,5,4,28,43,"Journaling, Meditation, Music"
2,74,5,18,24,14,"Journaling, Meditation, Music"
4,30,6,23,21,53,"Journaling, Meditation, Music"
2,70,5,15,16,33,"Journaling, Meditation, Music"
4,59,0,15,15,44,"Journaling, Meditation, Music"
3,44,5,4,26,14,"Journaling, Meditation, Music"
1,37,1,17,14,47,"Journaling, Meditation, Music"
3,29,2,23,15,14,"Journaling, Meditation, Music"
2,55,1,23,10,58,"Journaling, Meditation, Music"
1,37,6,9,27,47,"Journaling, Meditation, Music"
2,72,8,13,19,23,"Journaling, Meditation, Music"
2,60,4,24,18,13,"Journaling, Meditation, Music"
1,34,2,10,30,14,"Journaling, Meditation, Music"
4,35,8,5,10,22,"Journaling, Meditation, Music"
0,66,1,23,22,16,"Journaling, Meditation, Music"
4,29,5,8,9,15,"Journaling, Meditation, Music"
0,68,1,15,6,40,"Journaling, Meditation, Music"
2,61,9,11,30,52,"Journaling, Meditation, Music"
4,59,4,2,12,17,"Journaling, Meditation, Music"
4,61,4,19,20,19,"Journaling, Meditation, Music"
3,30,5,4,26,56,"Journaling, Meditation, Music"
2,64,2,16,9,49,"Journaling, Meditation, Music"
4,34,1,17,23,28,"Journaling, Meditation, Music"
